"Name","Team","Games","Points","G","A","PM","PIM","S","SOFF","LB","TO","CT","FO_W","FO","TOF","PointsPG","GPG","APG","PMPG","PIMPG","SPG","SOFFPG","LBPG","TOPG","CTPG","FO_WPG","FOPG","TOFPG","Pointsp60","Gp60","Ap60","LBp60","CTp60","PMp60","PIMp60","ATO_ration","FOpercent","ShootingPct","AdjShootingPct"
"A.Staats","San Diego ",5,26,10,16,30,5,58,19,22,12,0,NA,NA,88.4333333333333,5.2,2,3.2,6,1,11.6,3.8,4.4,2.4,0,NA,NA,17.6866666666667,17.6404070863174,6.78477195627591,10.8556351300415,14.926498303807,0,20.3543158688277,3.39238597813796,1.33333333333333,NA,0.12987012987013,0.172413793103448
"A.Suitor","New York ",12,7,1,6,-60,18,16,4,114,8,17,NA,NA,282.05,0.583333333333333,0.0833333333333333,0.5,-5,1.5,1.33333333333333,0.333333333333333,9.5,0.666666666666667,1.41666666666667,NA,NA,23.5041666666667,1.48909767771672,0.212728239673817,1.2763694380429,24.2510193228151,3.61638007445488,-12.763694380429,3.8291083141287,0.75,NA,0.05,0.0625
"A.Tulett","Toronto ",7,3,0,3,-14,2,3,1,12,2,4,NA,NA,95.2333333333333,0.428571428571429,0,0.428571428571429,-2,0.285714285714286,0.428571428571429,0.142857142857143,1.71428571428571,0.285714285714286,0.571428571428571,NA,NA,13.6047619047619,1.89009450472524,0,1.89009450472524,7.56037801890094,2.52012600630031,-8.8204410220511,1.26006300315016,1.5,NA,0,0
"A.Wiedemann","Georgia ",11,6,4,2,-22,2,14,1,58,8,7,NA,NA,168.55,0.545454545454545,0.363636363636364,0.181818181818182,-2,0.181818181818182,1.27272727272727,0.0909090909090909,5.27272727272727,0.727272727272727,0.636363636363636,NA,NA,15.3227272727273,2.13586472856719,1.42390981904479,0.711954909522397,20.6466923761495,2.49184218332839,-7.83150400474636,0.711954909522397,0.25,NA,0.266666666666667,0.285714285714286
"A.Woodall","New York ",12,2,0,2,-20,0,4,1,84,7,3,176,320,105.433333333333,0.166666666666667,0,0.166666666666667,-1.66666666666667,0,0.333333333333333,0.0833333333333333,7,0.583333333333333,0.25,14.6666666666667,26.6666666666667,8.78611111111111,1.13815997470756,0,1.13815997470756,47.8027189377174,1.70723996206133,-11.3815997470756,0,0.285714285714286,0.55,0,0
"B.Bomberry","Georgia ",12,8,1,7,-16,8,11,8,44,4,3,NA,NA,181.466666666667,0.666666666666667,0.0833333333333333,0.583333333333333,-1.33333333333333,0.666666666666667,0.916666666666667,0.666666666666667,3.66666666666667,0.333333333333333,0.25,NA,NA,15.1222222222222,2.64511388684791,0.330639235855988,2.31447465099192,14.5481263776635,0.991917707567965,-5.29022777369581,2.64511388684791,1.75,NA,0.0526315789473684,0.0909090909090909
"B.Clelland","San Diego ",11,3,1,2,-24,0,7,1,42,4,4,134,261,146.183333333333,0.272727272727273,0.0909090909090909,0.181818181818182,-2.18181818181818,0,0.636363636363636,0.0909090909090909,3.81818181818182,0.363636363636364,0.363636363636364,12.1818181818182,23.7272727272727,13.2893939393939,1.23133052103523,0.410443507011743,0.820887014023487,17.2386272944932,1.64177402804697,-9.85064416828184,0,0.5,0.513409961685824,0.125,0.142857142857143
"B.Cole","Georgia ",8,16,8,8,12,4,23,8,26,9,1,NA,NA,115.8,2,1,1,1.5,0.5,2.875,1,3.25,1.125,0.125,NA,NA,14.475,8.29015544041451,4.14507772020725,4.14507772020725,13.4715025906736,0.518134715025907,6.21761658031088,2.07253886010363,0.888888888888889,NA,0.258064516129032,0.347826086956522
"B.Craig","Colorado ",8,4,2,2,-19,10,5,2,49,4,4,NA,NA,134.516666666667,0.5,0.25,0.25,-2.375,1.25,0.625,0.25,6.125,0.5,0.5,NA,NA,16.8145833333333,1.78416553091315,0.892082765456573,0.892082765456573,21.856027753686,1.78416553091315,-8.47478627183744,4.46041382728286,0.5,NA,0.285714285714286,0.4
"B.Gillies","Halifax ",11,5,2,3,-23,4,7,4,34,0,7,NA,NA,180.533333333333,0.454545454545455,0.181818181818182,0.272727272727273,-2.09090909090909,0.363636363636364,0.636363636363636,0.363636363636364,3.09090909090909,0,0.636363636363636,NA,NA,16.4121212121212,1.66174298375185,0.664697193500739,0.997045790251108,11.2998522895126,2.32644017725258,-7.64401772525849,1.32939438700148,Inf,NA,0.181818181818182,0.285714285714286
"B.Goodwin","Vancouver ",11,6,0,6,-21,2,7,4,34,7,2,NA,NA,145.3,0.545454545454545,0,0.545454545454545,-1.90909090909091,0.181818181818182,0.636363636363636,0.363636363636364,3.09090909090909,0.636363636363636,0.181818181818182,NA,NA,13.2090909090909,2.4776324845148,0,2.4776324845148,14.0399174122505,0.825877494838266,-8.67171369580179,0.825877494838266,0.857142857142857,NA,0,0
