,Day,Date,Location,#,Name,Credit,Team,MIN,SV Q1,SV Q2,SV Q3,SV Q4,SV OT,SV,SOG,GA
0,Sun,1993-03-28,New York,0,D.Lee,loss,Baltimore ,15.0,37.0,0.0,0.0,,,37.0,0.0,0.0
1,Sun,1993-03-28,New York,0,S.LoCascio,win,New York ,15.0,29.0,0.0,0.0,,,29.0,0.0,0.0
2,Sat,1995-04-08,Philadelphia,30,S.Dietrich,loss,Rochester ,15.0,34.0,0.0,0.0,,,34.0,0.0,0.0
3,Sat,1995-04-08,Philadelphia,35,D.Eliuk,win,Philadelphia ,15.0,30.0,0.0,0.0,,,30.0,0.0,0.0
4,Sat,1997-04-05,Buffalo,0,S.LoCascio,,New York ,0.5833333333333334,27.0,0.0,0.0,,,27.0,0.0,0.0
5,Sat,1997-04-05,Buffalo,0,D.Maetche,loss,New York ,14.416666666666666,8.0,,,,,8.0,0.0,0.0
6,Sat,1997-04-05,Buffalo,0,R.Cowie,win,Buffalo ,15.0,42.0,0.0,0.0,,,42.0,0.0,0.0
7,Sat,1998-01-03,Ontario,0,S.Dietrich,win,Rochester ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
8,Sat,1998-01-03,Ontario,0,B.Watson,loss,Ontario ,15.0,45.0,0.0,0.0,,,45.0,0.0,0.0
9,Fri,1999-01-22,Philadelphia,0,D.General,win,Rochester ,11.383333333333333,43.0,0.0,0.0,,,43.0,0.0,0.0
10,Fri,1999-01-22,Philadelphia,0,S.Dietrich,,Rochester ,3.6166666666666667,6.0,,,,,6.0,0.0,0.0
11,Fri,1999-01-22,Philadelphia,0,D.Eliuk,loss,Philadelphia ,15.0,42.0,0.0,0.0,,,42.0,0.0,0.0
12,Fri,1999-02-26,Toronto,0,S.LoCascio,,New York ,15.0,43.0,0.0,0.0,,,43.0,0.0,0.0
13,Fri,1999-02-26,Toronto,0,B.Watson,win,Toronto ,15.0,38.0,0.0,0.0,,,38.0,0.0,0.0
14,Fri,1999-04-02,Toronto,0,C.Sanderson,loss,Baltimore ,15.0,30.0,0.0,0.0,,,30.0,0.0,0.0
15,Fri,1999-04-02,Toronto,0,B.Watson,win,Toronto ,15.0,35.0,0.0,0.0,,,35.0,0.0,0.0
16,Sat,1999-04-03,Philadelphia,0,S.LoCascio,,New York ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
17,Sat,1999-04-03,Philadelphia,0,D.Eliuk,win,Philadelphia ,15.0,50.0,0.0,0.0,,,50.0,0.0,0.0
18,Fri,1999-04-09,New York,0,B.Watson,,Toronto ,15.0,23.0,0.0,,,,23.0,0.0,0.0
19,Fri,1999-04-09,New York,0,R.Blasdell,win,Toronto ,0.0,,0.0,0.0,,,8.0,0.0,0.0
20,Fri,1999-04-09,New York,0,S.LoCascio,,New York ,0.0,,0.0,0.0,,,15.0,0.0,0.0
21,Fri,1999-04-09,New York,0,G.Cattrano,loss,New York ,15.0,15.0,0.0,,,,15.0,0.0,0.0
22,Sat,1995-04-08,Philadelphia,30,S.Dietrich,loss,Rochester ,15.0,34.0,0.0,0.0,,,34.0,0.0,0.0
23,Sat,1995-04-08,Philadelphia,35,D.Eliuk,win,Philadelphia ,15.0,30.0,0.0,0.0,,,30.0,0.0,0.0
24,Sat,1997-04-05,Buffalo,0,S.LoCascio,,New York ,0.5833333333333334,27.0,0.0,0.0,,,27.0,0.0,0.0
25,Sat,1997-04-05,Buffalo,0,D.Maetche,loss,New York ,14.416666666666666,8.0,,,,,8.0,0.0,0.0
26,Sat,1997-04-05,Buffalo,0,R.Cowie,win,Buffalo ,15.0,42.0,0.0,0.0,,,42.0,0.0,0.0
27,Sat,1998-01-03,Ontario,0,S.Dietrich,win,Rochester ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
28,Sat,1998-01-03,Ontario,0,B.Watson,loss,Ontario ,15.0,45.0,0.0,0.0,,,45.0,0.0,0.0
29,Fri,1999-01-22,Philadelphia,0,D.General,win,Rochester ,11.383333333333333,43.0,0.0,0.0,,,43.0,0.0,0.0
30,Fri,1999-01-22,Philadelphia,0,S.Dietrich,,Rochester ,3.6166666666666667,6.0,,,,,6.0,0.0,0.0
31,Fri,1999-01-22,Philadelphia,0,D.Eliuk,loss,Philadelphia ,15.0,42.0,0.0,0.0,,,42.0,0.0,0.0
32,Fri,1999-02-26,Toronto,0,S.LoCascio,,New York ,15.0,43.0,0.0,0.0,,,43.0,0.0,0.0
33,Fri,1999-02-26,Toronto,0,B.Watson,win,Toronto ,15.0,38.0,0.0,0.0,,,38.0,0.0,0.0
34,Fri,1999-04-02,Toronto,0,C.Sanderson,loss,Baltimore ,15.0,30.0,0.0,0.0,,,30.0,0.0,0.0
35,Fri,1999-04-02,Toronto,0,B.Watson,win,Toronto ,15.0,35.0,0.0,0.0,,,35.0,0.0,0.0
36,Sat,1999-04-03,Philadelphia,0,S.LoCascio,,New York ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
37,Sat,1999-04-03,Philadelphia,0,D.Eliuk,win,Philadelphia ,15.0,50.0,0.0,0.0,,,50.0,0.0,0.0
38,Fri,1999-04-09,New York,0,B.Watson,,Toronto ,15.0,23.0,0.0,,,,23.0,0.0,0.0
39,Fri,1999-04-09,New York,0,R.Blasdell,win,Toronto ,0.0,,0.0,0.0,,,8.0,0.0,0.0
40,Fri,1999-04-09,New York,0,S.LoCascio,,New York ,0.0,,0.0,0.0,,,15.0,0.0,0.0
41,Fri,1999-04-09,New York,0,G.Cattrano,loss,New York ,15.0,15.0,0.0,,,,15.0,0.0,0.0
42,Sat,1999-04-10,Rochester,0,D.Eliuk,loss,Philadelphia ,15.0,35.0,0.0,0.0,,,35.0,0.0,0.0
43,Sat,1999-04-10,Rochester,0,P.O'Toole,win,Rochester ,15.0,38.0,0.0,0.0,,,38.0,0.0,0.0
44,Sat,2000-02-05,Buffalo,0,D.General,loss,Albany ,15.0,24.0,0.0,,,,24.0,0.0,0.0
45,Sat,2000-02-05,Buffalo,0,R.Blasdell,,Albany ,0.0,,0.0,0.0,,,15.0,0.0,0.0
46,Sat,2000-02-05,Buffalo,0,M.Disher,win,Buffalo ,15.0,53.0,0.0,0.0,,,53.0,0.0,0.0
47,Fri,2000-02-11,New York,0,A.Piazza,win,Philadelphia ,15.0,49.0,0.0,0.0,,,49.0,0.0,0.0
48,Fri,2000-02-11,New York,0,G.Nash,,New York ,15.0,20.0,0.0,,,,20.0,0.0,0.0
49,Fri,2000-02-11,New York,0,C.Levis,loss,New York ,0.0,,0.0,0.0,,,14.0,0.0,0.0
50,Fri,2000-02-11,Toronto,0,P.O'Toole,loss,Rochester ,15.0,40.0,0.0,0.0,,,40.0,0.0,0.0
51,Fri,2000-02-11,Toronto,0,B.Watson,win,Toronto ,15.0,37.0,0.0,0.0,,,37.0,0.0,0.0
52,Sun,2000-02-13,Syracuse,0,G.Nash,win,New York ,15.0,45.0,0.0,0.0,,,45.0,0.0,0.0
53,Sun,2000-02-13,Syracuse,0,D.Collins,loss,Syracuse ,15.0,45.0,0.0,0.0,,,45.0,0.0,0.0
54,Fri,2000-02-18,Buffalo,0,P.O'Toole,loss,Rochester ,1.1833333333333333,17.0,0.0,0.0,,,17.0,0.0,0.0
55,Fri,2000-02-18,Buffalo,0,S.Dietrich,,Rochester ,13.816666666666666,19.0,,,,,19.0,0.0,0.0
56,Fri,2000-02-18,Buffalo,0,M.Disher,win,Buffalo ,15.0,48.0,0.0,0.0,,,48.0,0.0,0.0
57,Fri,2000-03-10,Pittsburgh,0,P.O'Toole,win,Rochester ,15.0,37.0,0.0,0.0,,,37.0,0.0,0.0
58,Fri,2000-03-10,Pittsburgh,0,D.Dalep,,Pittsburgh ,5.883333333333333,25.0,0.0,0.0,,,25.0,0.0,0.0
59,Fri,2000-03-10,Pittsburgh,0,E.Miller,loss,Pittsburgh ,9.116666666666667,3.0,,,,,3.0,0.0,0.0
60,Sat,2000-03-18,Rochester,0,M.O'Neill,loss,Buffalo ,8.733333333333333,21.0,0.0,0.0,,,21.0,0.0,0.0
61,Sat,2000-03-18,Rochester,0,M.Disher,,Buffalo ,6.266666666666667,2.0,,,,,2.0,0.0,0.0
62,Sat,2000-03-18,Rochester,0,P.O'Toole,win,Rochester ,15.0,43.0,0.0,0.0,,,43.0,0.0,0.0
63,Fri,2000-03-31,New York,0,P.O'Toole,win,Rochester ,15.0,45.0,0.0,0.0,,,45.0,0.0,0.0
64,Fri,2000-03-31,New York,0,G.Nash,loss,New York ,15.0,33.0,0.0,0.0,,,33.0,0.0,0.0
65,Sat,2000-04-15,Rochester,0,D.Eliuk,loss,Philadelphia ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
66,Sat,2000-04-15,Rochester,0,P.O'Toole,win,Rochester ,15.0,38.0,0.0,0.0,,,38.0,0.0,0.0
67,Sat,2000-04-22,Toronto,0,D.Eliuk,loss,Philadelphia ,15.0,29.0,0.0,0.0,,,29.0,0.0,0.0
68,Sat,2000-04-22,Toronto,0,B.Watson,win,Toronto ,15.0,44.0,0.0,0.0,,,44.0,0.0,0.0
69,Fri,2001-01-05,Albany,0,G.Nash,,New York ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
70,Fri,2001-01-05,Albany,0,G.Beres,,New York ,0.0,,,0.0,,,1.0,0.0,0.0
71,Fri,2001-01-05,Albany,0,R.Blasdell,win,Albany ,15.0,44.0,0.0,0.0,,,44.0,0.0,0.0
72,Sun,2001-01-07,Washington,0,S.Dietrich,loss,Rochester ,15.0,52.0,0.0,0.0,,,52.0,0.0,0.0
73,Sun,2001-01-07,Washington,0,P.O'Toole,,Rochester ,0.0,,,0.0,,,1.0,0.0,0.0
74,Sun,2001-01-07,Washington,0,E.Miller,win,Washington ,15.0,40.0,0.0,,,,40.0,0.0,0.0
75,Sun,2001-01-07,Washington,0,D.Dalep,,Washington ,0.0,,0.0,0.0,,,6.0,0.0,0.0
76,Sat,2001-11-24,Calgary,0,C.Palidwor,win,Montreal ,15.0,45.0,0.0,0.0,,,45.0,0.0,0.0
77,Sat,2001-11-24,Calgary,0,D.Collins,loss,Calgary ,1.4,26.0,0.0,0.0,,,26.0,0.0,0.0
78,Sat,2001-11-24,Calgary,0,M.King,,Calgary ,13.6,10.0,,,,,10.0,0.0,0.0
79,Fri,2001-11-30,New Jersey,0,G.Nash,win,New York ,15.0,46.0,0.0,0.0,,,46.0,0.0,0.0
80,Fri,2001-11-30,New Jersey,0,D.General,loss,New Jersey ,15.0,40.0,0.0,0.0,,,40.0,0.0,0.0
81,Sun,2001-12-02,Ottawa,0,M.King,win,Calgary ,15.0,49.0,0.0,0.0,,,49.0,0.0,0.0
82,Sun,2001-12-02,Ottawa,0,M.Disher,loss,Ottawa ,15.0,54.0,0.0,0.0,,,54.0,0.0,0.0
83,Sat,2001-12-08,New Jersey,0,R.Blasdell,win,Albany ,15.0,47.0,0.0,0.0,,,47.0,0.0,0.0
84,Sat,2001-12-08,New Jersey,0,D.General,loss,New Jersey ,15.0,41.0,0.0,0.0,,,41.0,0.0,0.0
85,Fri,2001-12-21,Ottawa,0,P.O'Toole,win,Rochester ,15.0,34.0,0.0,0.0,,,34.0,0.0,0.0
86,Fri,2001-12-21,Ottawa,0,A.Leyshon,loss,Ottawa ,15.0,46.0,0.0,0.0,,,46.0,0.0,0.0
87,Sun,2001-12-23,Vancouver,0,D.General,,New Jersey ,0.0,,0.0,0.0,,,26.0,0.0,0.0
88,Sun,2001-12-23,Vancouver,0,M.Roik,loss,New Jersey ,15.0,18.0,0.0,,,,18.0,0.0,0.0
89,Sun,2001-12-23,Vancouver,0,D.Maetche,win,Vancouver ,15.0,28.0,0.0,,,,28.0,0.0,0.0
90,Sun,2001-12-23,Vancouver,0,C.Miller,,Vancouver ,0.0,,0.0,0.0,,,9.0,0.0,0.0
91,Fri,2001-12-28,Columbus,0,G.Nash,win,New York ,15.0,46.0,0.0,0.0,,,46.0,0.0,0.0
92,Fri,2001-12-28,Columbus,0,P.Wetherup,loss,Columbus ,10.683333333333334,17.0,0.0,0.0,,,17.0,0.0,0.0
93,Fri,2001-12-28,Columbus,0,M.Miron,,Columbus ,4.316666666666666,10.0,,,,,10.0,0.0,0.0
94,Fri,2001-12-28,New Jersey,0,M.King,win,Calgary ,15.0,37.0,0.0,0.0,,,37.0,0.0,0.0
95,Fri,2001-12-28,New Jersey,0,D.General,loss,New Jersey ,15.0,35.0,0.0,0.0,,,35.0,0.0,0.0
96,Fri,2002-01-11,Montreal,0,M.Miron,win,Columbus ,15.0,47.0,0.0,0.0,,,47.0,0.0,0.0
97,Fri,2002-01-11,Montreal,0,C.Palidwor,loss,Montreal ,15.0,27.0,0.0,0.0,,,27.0,0.0,0.0
98,Sun,2002-01-13,Columbus,0,D.Dalep,loss,Washington ,6.5,25.0,0.0,0.0,,,25.0,0.0,0.0
99,Sun,2002-01-13,Columbus,0,E.Miller,,Washington ,8.5,6.0,,,,,6.0,0.0,0.0
100,Sun,2002-01-13,Columbus,0,K.Montour,win,Columbus ,15.0,49.0,0.0,0.0,,,49.0,0.0,0.0
101,Sat,2002-01-19,Vancouver,0,D.Dalep,win,Washington ,15.0,51.0,0.0,0.0,,,51.0,0.0,0.0
102,Sat,2002-01-19,Vancouver,0,D.Maetche,loss,Vancouver ,15.0,40.0,0.0,0.0,,,40.0,0.0,0.0
103,Sun,2002-01-20,New Jersey,0,C.Sanderson,,Philadelphia ,15.0,33.0,0.0,0.0,,,33.0,0.0,0.0
104,Sun,2002-01-20,New Jersey,0,D.General,loss,New Jersey ,15.0,32.0,0.0,0.0,,,32.0,0.0,0.0
105,Fri,2002-01-25,Columbus,0,D.Maetche,loss,Vancouver ,15.0,37.0,0.0,0.0,,,37.0,0.0,0.0
106,Fri,2002-01-25,Columbus,0,P.Wetherup,win,Columbus ,15.0,37.0,0.0,0.0,,,37.0,0.0,0.0
107,Sat,2002-01-26,Buffalo,0,D.Maetche,loss,Vancouver ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
108,Sat,2002-01-26,Buffalo,0,S.Dietrich,win,Buffalo ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
109,Sat,2002-02-02,Buffalo,0,P.Wetherup,loss,Columbus ,15.0,38.0,0.0,0.0,,,38.0,0.0,0.0
110,Sat,2002-02-02,Buffalo,0,S.Dietrich,win,Buffalo ,15.0,41.0,0.0,0.0,,,41.0,0.0,0.0
111,Fri,2002-02-08,New Jersey,0,D.Maetche,win,Vancouver ,15.0,44.0,0.0,0.0,,,44.0,0.0,0.0
112,Fri,2002-02-08,New Jersey,0,M.Roik,loss,New Jersey ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
113,Sat,2002-02-16,Ottawa,0,A.Cosmo,win,Toronto ,15.0,35.0,0.0,0.0,,,35.0,0.0,0.0
114,Sat,2002-02-16,Ottawa,0,M.Disher,loss,Ottawa ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
115,Sat,2002-02-23,Toronto,0,M.King,loss,Calgary ,15.0,73.0,0.0,0.0,,,73.0,0.0,0.0
116,Sat,2002-02-23,Toronto,0,B.Watson,win,Toronto ,15.0,38.0,0.0,0.0,,,38.0,0.0,0.0
117,Sat,2002-03-02,Buffalo,0,A.Cosmo,win,Toronto ,15.0,41.0,0.0,0.0,,,41.0,0.0,0.0
118,Sat,2002-03-02,Buffalo,0,S.Dietrich,loss,Buffalo ,15.0,43.0,0.0,0.0,,,43.0,0.0,0.0
119,Fri,2002-03-08,Montreal,0,B.Watson,loss,Toronto ,5.733333333333333,30.0,0.0,0.0,,,30.0,0.0,0.0
120,Fri,2002-03-08,Montreal,0,A.Cosmo,,Toronto ,9.266666666666667,5.0,,,,,5.0,0.0,0.0
121,Fri,2002-03-08,Montreal,0,C.Palidwor,win,Montreal ,15.0,58.0,0.0,0.0,,,58.0,0.0,0.0
122,Sat,2002-03-09,New York,0,M.Roik,loss,New Jersey ,15.0,34.0,0.0,,,,34.0,0.0,0.0
123,Sat,2002-03-09,New York,0,D.General,,New Jersey ,0.0,,0.0,0.0,,,7.0,0.0,0.0
124,Sat,2002-03-09,New York,0,G.Nash,win,New York ,15.0,43.0,0.0,0.0,,,43.0,0.0,0.0
125,Fri,2002-03-15,Montreal,0,R.Blasdell,win,Albany ,15.0,43.0,0.0,0.0,,,43.0,0.0,0.0
126,Fri,2002-03-15,Montreal,0,C.Palidwor,loss,Montreal ,15.0,43.0,0.0,0.0,,,43.0,0.0,0.0
127,Sat,2002-03-16,New Jersey,0,M.Disher,win,Ottawa ,15.0,32.0,0.0,0.0,,,32.0,0.0,0.0
128,Sat,2002-03-16,New Jersey,0,M.Roik,loss,New Jersey ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
129,Fri,2002-03-22,Toronto,0,C.Sanderson,,Philadelphia ,6.15,37.0,0.0,0.0,,,37.0,0.0,0.0
130,Fri,2002-03-22,Toronto,0,N.Schroeder,,Philadelphia ,8.85,5.0,,,,,5.0,0.0,0.0
131,Fri,2002-03-22,Toronto,0,B.Watson,win,Toronto ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
132,Fri,2002-04-05,Toronto,0,E.Miller,loss,Washington ,15.0,38.0,0.0,,,,38.0,0.0,0.0
133,Fri,2002-04-05,Toronto,0,D.Dalep,,Washington ,0.0,,0.0,0.0,,,16.0,0.0,0.0
134,Fri,2002-04-05,Toronto,0,B.Watson,win,Toronto ,15.0,36.0,0.0,0.0,,,36.0,0.0,0.0
135,Sat,2002-12-28,Rochester,0,M.Roik,win,New Jersey ,15.0,42.0,0.0,0.0,,,42.0,0.0,0.0
136,Sat,2002-12-28,Rochester,0,P.O'Toole,loss,Rochester ,15.0,35.0,0.0,0.0,,,35.0,0.0,0.0
137,Thu,2003-01-02,New York,0,R.Blasdell,win,Albany ,15.0,33.0,0.0,0.0,,,33.0,0.0,0.0
138,Thu,2003-01-02,New York,0,G.Nash,loss,New York ,15.0,42.0,0.0,0.0,,,42.0,0.0,0.0
139,Fri,2003-01-03,Columbus,0,A.Leyshon,loss,Ottawa ,15.0,41.0,0.0,0.0,,,41.0,0.0,0.0
140,Fri,2003-01-03,Columbus,0,M.Miron,win,Columbus ,15.0,33.0,0.0,0.0,,,33.0,0.0,0.0
141,Sat,2003-01-04,Buffalo,0,R.Blasdell,loss,Albany ,15.0,28.0,0.0,0.0,,,28.0,0.0,0.0
142,Sat,2003-01-04,Buffalo,0,S.Dietrich,win,Buffalo ,15.0,25.0,0.0,0.0,,,25.0,0.0,0.0
143,Sun,2003-01-05,New Jersey,0,M.Miron,win,Columbus ,15.0,34.0,0.0,0.0,,,34.0,0.0,0.0
144,Sun,2003-01-05,New Jersey,0,D.General,loss,New Jersey ,15.0,46.0,0.0,0.0,,,46.0,0.0,0.0
145,Fri,2003-01-10,New Jersey,0,G.Nash,,New York ,15.0,12.0,0.0,,,,12.0,0.0,0.0
146,Fri,2003-01-10,New Jersey,0,P.Wetherup,loss,New York ,0.0,,0.0,0.0,,,23.0,0.0,0.0
147,Fri,2003-01-10,New Jersey,0,D.General,win,New Jersey ,15.0,37.0,0.0,0.0,,,37.0,0.0,0.0
148,Sat,2003-01-11,Ottawa,0,E.Miller,loss,Colorado ,15.0,40.0,0.0,0.0,,,40.0,0.0,0.0
149,Sat,2003-01-11,Ottawa,0,M.Disher,win,Ottawa ,15.0,38.0,0.0,0.0,,,38.0,0.0,0.0
150,Fri,2003-01-17,Albany,0,M.Miron,win,Columbus ,15.0,35.0,0.0,0.0,,,35.0,0.0,0.0
151,Fri,2003-01-17,Albany,0,R.Blasdell,loss,Albany ,15.0,33.0,0.0,0.0,,,33.0,0.0,0.0
152,Sat,2003-01-18,Rochester,0,D.Maetche,win,Vancouver ,15.0,28.0,0.0,0.0,,,28.0,0.0,0.0
153,Sat,2003-01-18,Rochester,0,P.Campbell,,Rochester ,15.0,18.0,0.0,,,,18.0,0.0,0.0
154,Sat,2003-01-18,Rochester,0,P.O'Toole,loss,Rochester ,0.0,,0.0,0.0,,,14.0,0.0,0.0
155,Thu,2003-01-23,Ottawa,0,B.Watson,win,Toronto ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
156,Thu,2003-01-23,Ottawa,0,A.Leyshon,loss,Ottawa ,3.0833333333333335,28.0,0.0,0.0,,,28.0,0.0,0.0
157,Thu,2003-01-23,Ottawa,0,M.Disher,,Ottawa ,11.916666666666666,11.0,,,,,11.0,0.0,0.0
158,Fri,2003-01-24,Columbus,0,M.King,,Calgary ,0.0,,0.0,0.0,,,19.0,0.0,0.0
159,Fri,2003-01-24,Columbus,0,C.Palidwor,loss,Calgary ,15.0,15.0,0.0,,,,15.0,0.0,0.0
160,Fri,2003-01-24,Columbus,0,K.Montour,win,Columbus ,15.0,23.0,0.0,,,,23.0,0.0,0.0
161,Fri,2003-01-24,Columbus,0,M.Miron,,Columbus ,0.0,,0.0,0.0,,,6.0,0.0,0.0
162,Fri,2003-01-24,Toronto,0,S.Dietrich,loss,Buffalo ,15.0,24.0,0.0,,,,24.0,0.0,0.0
163,Fri,2003-01-24,Toronto,0,C.Quinn,,Buffalo ,0.0,,0.0,0.0,,,11.0,0.0,0.0
164,Fri,2003-01-24,Toronto,0,A.Cosmo,win,Toronto ,15.0,40.0,0.0,0.0,,,40.0,0.0,0.0
165,Sat,2003-01-25,New York,0,P.O'Toole,,Rochester ,2.65,22.0,0.0,0.0,,,22.0,0.0,0.0
166,Sat,2003-01-25,New York,0,P.Campbell,win,Rochester ,12.35,12.0,,,,,12.0,0.0,0.0
167,Sat,2003-01-25,New York,0,G.Nash,loss,New York ,15.0,35.0,0.0,0.0,,,35.0,0.0,0.0
168,Fri,2003-01-31,Calgary,0,D.Maetche,loss,Vancouver ,15.0,34.0,0.0,0.0,,,34.0,0.0,0.0
169,Fri,2003-01-31,Calgary,0,C.Palidwor,win,Calgary ,15.0,37.0,0.0,0.0,,,37.0,0.0,0.0
170,Fri,2003-02-07,Toronto,0,M.Disher,loss,Ottawa ,15.0,34.0,0.0,0.0,,,34.0,0.0,0.0
171,Fri,2003-02-07,Toronto,0,A.Cosmo,win,Toronto ,15.0,30.0,0.0,0.0,,,30.0,0.0,0.0
172,Sat,2003-02-08,Philadelphia,0,P.O'Toole,win,Rochester ,15.0,35.0,0.0,0.0,,,35.0,0.0,0.0
173,Sat,2003-02-08,Philadelphia,0,D.Eliuk,loss,Philadelphia ,15.0,33.0,0.0,0.0,,,33.0,0.0,0.0
174,Fri,2003-02-14,Vancouver,0,A.Cosmo,win,Toronto ,15.0,38.0,0.0,0.0,,,38.0,0.0,0.0
175,Fri,2003-02-14,Vancouver,0,D.Maetche,loss,Vancouver ,15.0,27.0,0.0,0.0,,,27.0,0.0,0.0
176,Sat,2003-02-15,Ottawa,0,D.Eliuk,loss,Philadelphia ,15.0,30.0,0.0,0.0,,,30.0,0.0,0.0
177,Sat,2003-02-15,Ottawa,0,M.Disher,win,Ottawa ,15.0,47.0,0.0,0.0,,,47.0,0.0,0.0
178,Fri,2003-02-28,New Jersey,0,R.Blasdell,win,Albany ,15.0,42.0,0.0,0.0,,,42.0,0.0,0.0
179,Fri,2003-02-28,New Jersey,0,M.Roik,loss,New Jersey ,15.0,42.0,0.0,0.0,,,42.0,0.0,0.0
180,Thu,2003-03-06,New York,0,D.Eliuk,win,Philadelphia ,15.0,50.0,0.0,0.0,,,50.0,0.0,0.0
181,Thu,2003-03-06,New York,0,P.Wetherup,loss,New York ,3.7,19.0,0.0,0.0,,,19.0,0.0,0.0
182,Thu,2003-03-06,New York,0,G.Nash,,New York ,11.3,8.0,,,,,8.0,0.0,0.0
183,Fri,2003-03-07,Buffalo,0,P.O'Toole,loss,Rochester ,15.0,40.0,0.0,0.0,,,40.0,0.0,0.0
184,Fri,2003-03-07,Buffalo,0,S.Dietrich,win,Buffalo ,15.0,42.0,0.0,0.0,,,42.0,0.0,0.0
185,Sat,2003-03-15,Albany,0,G.Nash,loss,New York ,15.0,42.0,0.0,0.0,,,42.0,0.0,0.0
186,Sat,2003-03-15,Albany,0,R.Blasdell,win,Albany ,15.0,34.0,0.0,0.0,,,34.0,0.0,0.0
187,Sat,2003-03-15,New Jersey,0,A.Leyshon,loss,Ottawa ,10.933333333333334,23.0,0.0,0.0,,,23.0,0.0,0.0
188,Sat,2003-03-15,New Jersey,0,M.Disher,,Ottawa ,4.066666666666666,5.0,,,,,5.0,0.0,0.0
189,Sat,2003-03-15,New Jersey,0,M.Roik,win,New Jersey ,15.0,35.0,0.0,0.0,,,35.0,0.0,0.0
190,Sat,2003-03-15,New Jersey,0,D.General,,New Jersey ,0.0,,,0.0,,,3.0,0.0,0.0
191,Fri,2003-03-21,Buffalo,0,M.Disher,loss,Ottawa ,15.0,41.0,0.0,0.0,,,41.0,0.0,0.0
192,Fri,2003-03-21,Buffalo,0,S.Dietrich,win,Buffalo ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
193,Fri,2003-03-21,Colorado,0,P.O'Toole,win,Rochester ,15.0,40.0,0.0,0.0,,,40.0,0.0,0.0
194,Fri,2003-03-21,Colorado,0,E.Miller,loss,Colorado ,15.0,41.0,0.0,0.0,,,41.0,0.0,0.0
195,Sat,2003-03-22,Philadelphia,0,M.King,,Calgary ,3.3833333333333333,16.0,0.0,0.0,,,16.0,0.0,0.0
196,Sat,2003-03-22,Philadelphia,0,C.Palidwor,loss,Calgary ,11.616666666666667,10.0,,,,,10.0,0.0,0.0
197,Sat,2003-03-22,Philadelphia,0,D.Eliuk,win,Philadelphia ,15.0,51.0,0.0,0.0,,,51.0,0.0,0.0
198,Sun,2003-03-23,Columbus,0,P.O'Toole,win,Rochester ,15.0,32.0,0.0,0.0,,,32.0,0.0,0.0
199,Sun,2003-03-23,Columbus,0,M.Miron,loss,Columbus ,15.0,41.0,0.0,0.0,,,41.0,0.0,0.0
200,Sun,2003-03-23,New Jersey,0,T.Still,,Colorado ,11.783333333333333,34.0,0.0,0.0,,,34.0,0.0,0.0
201,Sun,2003-03-23,New Jersey,0,E.Miller,,Colorado ,3.216666666666667,5.0,,,,,5.0,0.0,0.0
202,Sun,2003-03-23,New Jersey,0,D.General,,New Jersey ,0.0,,0.0,0.0,,,21.0,0.0,0.0
203,Sun,2003-03-23,New Jersey,0,M.Roik,loss,New Jersey ,15.0,15.0,0.0,,,,15.0,0.0,0.0
204,Fri,2003-03-28,Vancouver,0,M.Disher,loss,Ottawa ,15.0,44.0,0.0,0.0,,,44.0,0.0,0.0
205,Fri,2003-03-28,Vancouver,0,D.Maetche,win,Vancouver ,15.0,37.0,0.0,0.0,,,37.0,0.0,0.0
206,Sat,2003-03-29,Rochester,0,S.Dietrich,loss,Buffalo ,15.0,36.0,0.0,,,,36.0,0.0,0.0
207,Sat,2003-03-29,Rochester,0,C.Quinn,,Buffalo ,0.0,,0.0,0.0,,,6.0,0.0,0.0
208,Sat,2003-03-29,Rochester,0,P.O'Toole,win,Rochester ,15.0,39.0,0.0,0.0,,,39.0,0.0,0.0
209,Sun,2003-04-06,Columbus,0,D.Maetche,win,Vancouver ,15.0,23.0,0.0,0.0,,,23.0,0.0,0.0
210,Sun,2003-04-06,Columbus,0,S.Wylie,,Vancouver ,0.0,,,0.0,,,6.0,0.0,0.0
211,Sun,2003-04-06,Columbus,0,M.Miron,loss,Columbus ,0.0,,0.0,0.0,,,18.0,0.0,0.0
212,Sun,2003-04-06,Columbus,0,K.Montour,,Columbus ,15.0,16.0,0.0,,,,16.0,0.0,0.0
213,Fri,2003-04-11,Calgary,0,S.Dietrich,,Buffalo ,15.0,32.0,0.0,,,,32.0,0.0,0.0
214,Fri,2003-04-11,Calgary,0,C.Quinn,,Buffalo ,0.0,,0.0,0.0,,,3.0,0.0,0.0
